,features,label
1387,modi coward psycopath सी iit जी इत सार spell mistak psychopath नह लिख ढीक,NONE
5738,so mani ask may possibl repli individu updat it day covid infect earli patch lung i hospit recov well thank doctor amp medic caregiv pl take virus light see soon get well soon india need peopl like god bless you hari om pleas recit ram raksha stotra listen much it effect take care,NONE
5192,public fight covid pm fight elect wht abt didi shame,HOF
1279,भक्त के मुताबिक मोद योग देश के बाप बोल योग मोद देश के पाप है😜 swara ansari चमच के मुताबिक पप्प पिंक देश सूत्र बोल सब कांग्रेस मूत्र है।,HOF
5623,so mani ask may possibl repli individu updat it day covid infect earli patch lung i hospit recov well thank doctor amp medic caregiv pl take virus light see soon get well soon anybodi idea arnab goswami day,NONE
1555,stop predict dear bot inquiri twitter target intern public amp coverag covid india loss pay paid journalist amp bootlick report adulter amp fals news ground all sign govern act right way,NONE
5293,oxygen requir today sc hear matter next week citizen tv anchor bail hear wb tv 📺 channel expos bjp govern mismanag fiza madam updat health state subject feder system,NONE
3190,doctor aur scientist se manga hai chuti se nahi baith nich pooja it seem like almost slap perfect repli fool👏👏👏,HOF
4566,look insensit piec shit look also,NONE
5385,oxygen requir today sc hear matter next week citizen tv anchor bail hear will sc amp hc produc requir oxygen save live within day arrang vaccin it complex issu applic prudenc administr skill import court unwant question,NONE
3594,so delhi cm highlight acut oxygen shortag nation pm televis nation spoil record care orchestr pr exercis no apolog due hcm delhi answer due hon ble pm live telecast honour pm amp cm shown peopl state whi that scipt peopl modi imag stake he could end say someth would show peopl true face man dont live say doctor if show live peopl snitch,NONE
1920,pleas identifi admonish bigot bigotri deserv love forgiv it deserv utmost honesti fearless if oppos bigot tomorrow becom cm put jail wors voic freedom mind don't kind evil siddharth amd want oppos schedul stage invit discuss debat f f he'll spare agenda eas smile face siddharth like swara blab earlier stage,NONE
513,#नाथूराम गोडस अमर रह happi birthday legend 😎 madhavendra gauds आतंकवाद नाथूराम हिजड कह अंधभक्त डरपोक सावर हिजड अंग्रेज के तलव चाट वाल सावर ग़द्दार के औलाद सब गोबर,HOF
4177,india need vaccin india need popul control first,NONE
1308,भक्त के मुताबिक मोद योग देश के बाप बोल योग मोद देश के पाप है😜 swara बिल्कुल सह आप 🙏🙏,HOF
914,लो कह आसाराम बाप जेल निकाल भोल मासूम 😂 pata karo iska breakup nahi ho gaya hai,NONE
3452,if covid vaccin certif hon ble pm photo death certif die oxygen also carri photo togeth india defeat pm modi ✌ 😆,NONE
3695,so delhi cm highlight acut oxygen shortag nation pm televis nation spoil record care orchestr pr exercis no apolog due hcm delhi answer due hon ble pm ma'am i would like host debat pleas consid 🙏🏻 vs ye dono apni baat hi bolti rhti aa pass kya chl rha hai kuch mtlb nhi hai need good loudspeak rest distract 🏻 ♀,NONE
4242,you may think even someon opposit ideolog help human but human human poison snake this vinod dua said atal bihari vajpaye ji die they even spare dead cheer bjp worker kill m jolli yes ankur i know poison 🐍 use resid b block panchsheel enclav next grandpa hous junctur fang get devlop mamba still ppl understand probabl human m jolli he pet dog j,HOF
3156,doctor aur scientist se manga hai chuti se nahi baith nich pooja fab respons 🙌,HOF
2198,wow it cell patholog liar and sore loser #bengal moral stori stop post photo social media today thi declar u dead row thi declar smbodi terrorist silsilla chalt rahega on thursday west bengal bjp issu statement respons erron portray india today journalist victim post poll violenc bengal the parti said error due hyperlink,NONE
774,ration countri 😂 😂,NONE
4425,मैं ऑक्सीजन मुफ्त वितरण करक क्षेत्रवास सेव लोग पंसद नह आय मुझपर झूठ आरोप लग मान न्यायालय मुझ बर है। जन सेव रह ध्य जन सेव केंद्र है। अर ओ झोल डाक्टर हग,HOF
943,लो कह आसाराम बाप जेल निकाल भोल मासूम 😂 iski lagta h li h asharam ne,HOF
822,ration countri lakh activ patient india r current get treat modern scienc medicin i see peopl r tri thing think altern medicin most india ration u want give attent peopl as whole countri indulg and indian like kamra adept show countri like world it divers countri divers belief we take pride belittl,NONE
4277,मैं ऑक्सीजन मुफ्त वितरण करक क्षेत्रवास सेव लोग पंसद नह आय मुझपर झूठ आरोप लग मान न्यायालय मुझ बर है। जन सेव रह ध्य जन सेव केंद्र है। mubarak ho apko sahab 👍🏻😍,NONE
164,watch video randeep hooda make dirti joke nation leader mayavati dalit woman voic oppress no toler castiest peopl arrest #arresterandeephood that voic oppress current support bjp the bjp known oppress dalit so better check fact,NONE
4547,look insensit piec shit mene bhi yahi bola tha and gift 😂😂,HOF
3983,india need vaccin phizer amp moderna best,NONE
2538,israel murdabad #indiastandswithpal inc bhai place call israel the land palestinian brother it would inshaallah palestin fight strong fearless conquer battl inc is offici stand,NONE
5478,oxygen requir today sc hear matter next week citizen tv anchor bail hear and let hcs hear well,NONE
1311,भक्त के मुताबिक मोद योग देश के बाप बोल योग मोद देश के पाप है😜 swara sabs bade papi tum log hoo jo desh ke saath kabhi khade nhi hoge,HOF
5314,oxygen requir today sc hear matter next week citizen tv anchor bail hear it like bobdeji pant go decid compet author fix next meet or deliber lower bu ere,HOF
4781,just india sent assist unit state hospit strain earli pandem determin help india time need send vaccin we cannot hoard we enough share,NONE
5328,oxygen requir today sc hear matter next week citizen tv anchor bail hear suprem court heard arnab goswami bail plea holiday suprem court hear matter oxygen shortag countri current face next week let sink and also heard afzal gurus plea dead night,HOF
3300,if covid vaccin certif hon ble pm photo death certif die oxygen also carri photo after may there bigger photo prime minist cmo wb aadat dal lo jai shri ram 🛕🚩🌷 in dustbin cmo mean,NONE
3310,if covid vaccin certif hon ble pm photo death certif die oxygen also carri photo after may there bigger photo prime minist cmo wb aadat dal lo jai shri ram 🛕🚩🌷 after may photo pm west bengal aum namah shivaya 🙏🙏🙏,NONE
327,you ugli mind botox kilo foundat makeup hide inher ugli grotesqu cast bone how obtus #arrestmunmundu भंग शब्द भंग बन जिसक तातपर्य श्रृं भंग है। जिसक श्रृं भंग भंग है। मतलब नहीं। राज के जातिवाद जहर फैल आम लोग गुमराह कर नाम लगाल,NONE
2490,बाप साउद के ऑक्सीजन जी बेट इज़राइल के भाई एकबार साऊद अरब राष्ट्रीय दिख मान जाऊंग साऊद तुमलोग इज्जत । na na wo saudi k nagrikta qq lega wo unk baap dada hai na sale sare katuy khud ko arab k aulaad many h aur arbi inko apni tatti,HOF
5380,oxygen requir today sc hear matter next week citizen tv anchor bail hear your cm mamta banerje think attend meet cm pm tackl covid import stop spread lie,NONE
4408,मैं ऑक्सीजन मुफ्त वितरण करक क्षेत्रवास सेव लोग पंसद नह आय मुझपर झूठ आरोप लग मान न्यायालय मुझ बर है। जन सेव रह ध्य जन सेव केंद्र है। हर हर झूठ जुमलेबाज सच हिसाब मांग दिख झूठ हर बार मुंह काल है।,NONE
832,ration countri lakh activ patient india r current get treat modern scienc medicin i see peopl r tri thing think altern medicin most india ration u want give attent peopl toh yaha dikh rahe hai bhai up bihar jaak dekho ghar ghar aisi nautanki ho rahi hogi,NONE
3079,the countri desper need vaccin save live but goi busi fight twitter miss harvard the ministri inform technolog make vaccin ministri health make so let work sure u also defend ministri financ indulg affair ministri educ,NONE
3462,our prayer #kanganaranaut get well soon मदद मांग ले दलाल tajind bagga paji hai abhi help karn ko,NONE
5119,public fight covid pm fight elect veri bad situat,NONE
54,amplifi support retweet no casteist misogynist shit name stand up comedi show #arrest abish math as abhorr thing tweet arrest someon speech someth democrat countri engag unless done incit violenc bodili harm i recognis misogynist castist lead condemn arrest,NONE
4064,india need vaccin for i creat everi hurdl possibl chupk se,NONE
3451,if covid vaccin certif hon ble pm photo death certif die oxygen also carri photo that valid suggest mam infact death certif mein inh apni taglin bhi mention karni chahiy modi hai to mumkin hai,HOF
1901,pleas identifi admonish bigot bigotri deserv love forgiv it deserv utmost honesti fearless if oppos bigot tomorrow becom cm put jail wors voic freedom mind don't kind evil siddharth bhai kitni bakchodi karega,HOF
1481,stop predict dear bot jinnah lover,HOF
4150,india need vaccin मिल कागज दिख,NONE
3335,if covid vaccin certif hon ble pm photo death certif die oxygen also carri photo death certif also must state i respons lack idea pleas vote bhatk,HOF
946,लो कह आसाराम बाप जेल निकाल भोल मासूम 😂 चेल होग आसाराम,NONE
3293,if covid vaccin certif hon ble pm photo death certif die oxygen also carri photo we unfortun car man pm,HOF
2161,friend rememb one thing so call gandhi famili end day कौड़ के गंद नाल के कीड़ sahzad amp sahzadi never forget amp never forgiv the dynast get back दव छिड़क कीड़ बिलबिल हैं। प्रधानमंत्र जी दव काम तभ के प्रवक् मानसिक संतुलन खो बैठ हैं। 🔥🔥,HOF
5001,disgust say least rahul gandhi want use opportun pandem destroy imag pm modi congress worker instruct call mutant strain modi strain no stone left unturn scar name india help foreign journalist फर्ज तुम्हार pm पा फर्ज हमेश कागज फर्ज #bjptoolkitexpos inc pls take strict action patra this man behind bar,NONE
3057,the countri desper need vaccin save live but goi busi fight twitter it minist work vaccin or find anoth better vaccin what expect time sab apk jais talent nahi hote na madam jo ndtv amp harvard univers dono jagah kaam kar le woh harward nahin dharwad municip school tha madam ji se typo ho gaya tha 😜,HOF
768,ration countri bhakton mooh chupao sharm se😂😂😂 baklol sab #indiawithpalestin #bharatwithisrael irfan wah chamcho wah,HOF
5398,oxygen requir today sc hear matter next week citizen tv anchor bail hear ऑक्सीजन के बदल बांड भरव मत लग किहमक वोट दोग तभ मिल,NONE
3495,our prayer #kanganaranaut get well soon #kanganaranaut india realli veri lucki proud nation male popul great humanitarian servic nation demonis bash abus humili hapless corona affect ladi #,HOF
285,chandrasekhar ravan prais rss now leftist toolkit gang say # मई भीमआर्म क्रांतिदिवस #आपद धर्म परिवर्तन खेल #नील बकलोल दिवस unka kehna ye hai ki jab ye chawanni khaaki rss waley thode se bohat thode se ek ho saktey hai dalit kyu ek nahi rss wale nafrat sikhatey hai hum bharat wale mohabbat sikhatey hai 😊,NONE
5667,so mani ask may possibl repli individu updat it day covid infect earli patch lung i hospit recov well thank doctor amp medic caregiv pl take virus light see soon get well soon #sudhirchoudhari sir after penicillin enter bodi corona patient cannot die oxygen satur level rise immedi everyday penicillin syrup not made in india penicillin tab crystallin penicillin inj suit everyon no test requir iv infus critic patient,NONE
4524,cannot stop think natasha narwal she lost father couldn't see last moment still tihar jail resist genocid bill pray polit prison may allah end pain suffer more power natasha are bsdk thik toh h ek deshdrohi marr bh gya toh afsoo na kr tum hijd jinda toh ho abhi tumko desh lutna h tu rora tu teri ammi k relat th ky #narwal se 🐷🖕,HOF
5216,public fight covid pm fight elect public donat pm care fund didi get cut money public donat pm care fund pm care ambani amp adani ham hamar,HOF
2332,wtf nonsens go countri,HOF
2717,do think china corona virus origin lab wuhan one ask extend team m peopl awak one must someth great thing made usa the evil financi scheme conflict world brought well,NONE
2079,दिन देख बाक़ रह tv डिबेट गल शब्द प्रयोग जाएग बस माँ बहन गाल हाई बाक़ रह गय संस् जी आपत् नह स्तर बहस,NONE
3389,if covid vaccin certif hon ble pm photo death certif die oxygen also carri photo may 🙏🙏🙏,NONE
722,proud hindu we proud nathuram godse🙏 #नाथूराम गोडस अमर रह save nation save hindu hindutva real nationalist सच्च देशभक्त राष्ट्र हिंद हिंदुत्वकेलीय खुदक जीवन समर्प,HOF
951,लो कह आसाराम बाप जेल निकाल भोल मासूम 😂 lgta hai aasaram ki fan hai ye,NONE
4998,disgust say least rahul gandhi want use opportun pandem destroy imag pm modi congress worker instruct call mutant strain modi strain no stone left unturn scar name india help foreign journalist फर्ज तुम्हार pm पा फर्ज हमेश कागज फर्ज #bjptoolkitexpos inc tu maha vasooli agadi wala hai chhilk babli kahan hai pakda gaya fake bahut naughti hai tu,HOF
2262,पहल बार बंगाल के लाख किस भाइय योज लाभ मिल शुर है। इत वर्ष किसान लाभ वंच रख गया। विषय जोरदार तरीक रख था। पीएम किस सम्म निध लाभ वह के किसान मिल लग संतोष विषय है। श्र want see news debat sir ji pleas expos congress toolkit,NONE
989,this critic welcom i sure hindu go charli hebdo offic kill peopl that big differ tree also god us they produc oxygen but cut road so car comfort true,NONE
3212,बि एम्बुलेंस चोर वाल भाजप चोर आजाद घूम है। चोर पर्दाफाश वाल पप्प यादव गिरफ्तार है। नीतीश सर शर्म करो। पप्प यादव तत् रिह करो। #releasepappuyadav एंबुलेंस चोर के मामल उजागर पॉलिटीशियन पप्प यादव गिरफ्तार है। उल्ट चोर कोतवाल डांट #releasepappuyadav,NONE
1759,ok liber anti hindu blue tick show,NONE
4706,look insensit piec shit #honey sampl brand dabur #patanjali baidyanath zandu hitkari api himalaya fail intern accept nuclear magnet reson spectroscopi nmr test cse said report,HOF
4422,मैं ऑक्सीजन मुफ्त वितरण करक क्षेत्रवास सेव लोग पंसद नह आय मुझपर झूठ आरोप लग मान न्यायालय मुझ बर है। जन सेव रह ध्य जन सेव केंद्र है। kitna lodu h ye tu 😂,HOF
1724,ok liber anti hindu i love kejri but kind polit hate # vote ka chakkar babu bhaiya yogi ji never kind polit,HOF
341,you ugli mind botox kilo foundat makeup hide inher ugli grotesqu cast bone how obtus #arrestmunmundu have shame ass ole bodi shame someth unknow थू,HOF
3701,so delhi cm highlight acut oxygen shortag nation pm televis nation spoil record care orchestr pr exercis no apolog due hcm delhi answer due hon ble pm first attend covid meet bark tmc cm mamata banerje skip offici meet pm modi last time jan mar apr apr,NONE
4243,you may think even someon opposit ideolog help human but human human poison snake this vinod dua said atal bihari vajpaye ji die they even spare dead cheer bjp worker kill vinod dua hatr reduc even icu bed,NONE
688,स्वामीनारायण संप्रदाय bap के अमेरिक बन मंदिर दल मज़दूर ग़ुलाम कर के केस जाँच fbi स्थाप भग नह यूप जन्म घनश्याम पांड थी। sc st obc संस्थ प्रमुख नह बन सकता। चंद श्रम दान हैं। दान मत करो।,NONE
3432,if covid vaccin certif hon ble pm photo death certif die oxygen also carri photo that cms photo decid noth year they rememb agricultur state subject came farm law forgot health,NONE
966,sheer injustic happen innoc sant shri asharamji bapu he fabric bogus case the said girl major time we demand justic bapuji #अन्याय सार हद पार,NONE
5424,oxygen requir today sc hear matter next week citizen tv anchor bail hear may consid suprem court of india sens shame suprem court india,HOF
2203,wow it cell patholog liar and sore loser #bengal wb govt file case hate monger n fake news spreader,NONE
2713,do think china corona virus origin lab wuhan back i video snuck wuhan polic pull peopl home those resist shot if could get hous weld door shut bar across door i saw video wuhan show cont hahaha best day veri typic rumour spread the fact realli think mind trust singl word the real life hollywood bro dramat,NONE
5055,public fight covid pm fight elect,HOF
5251,public fight covid pm fight elect हां तुम्हार cm बड़क दिन भर covid कंट्रोल लग,HOF
3572,so delhi cm highlight acut oxygen shortag nation pm televis nation spoil record care orchestr pr exercis no apolog due hcm delhi answer due hon ble pm alreadi take fold doctor hospit manipul data,NONE
1990,दिन देख बाक़ रह tv डिबेट गल शब्द प्रयोग जाएग बस माँ बहन गाल हाई बाक़ रह गय संस् मुझ डर दिन भाज सत् आध भाजप ने देश छोड़ भाग जाएँग पत मार पड़ बुर 😂😂 you right brother affect pappu,NONE
4120,india need vaccin what about your mulk pakistan,NONE
4701,look insensit piec shit true person admir million indian,HOF
5442,oxygen requir today sc hear matter next week citizen tv anchor bail hear suprem court late court,HOF
3600,so delhi cm highlight acut oxygen shortag nation pm televis nation spoil record care orchestr pr exercis no apolog due hcm delhi answer due hon ble pm live telecast honour pm amp cm shown peopl state whi ask master establish oxygen plant web site inform regard covid help busi pr lick,HOF
5313,oxygen requir today sc hear matter next week citizen tv anchor bail hear it like bobdeji pant go decid compet author fix next meet caught pant 😀,HOF
5712,so mani ask may possibl repli individu updat it day covid infect earli patch lung i hospit recov well thank doctor amp medic caregiv pl take virus light see soon ईश्वर प्रार्थ है। जल्द जल्द स्वस्थ जाय। क्योंक ब्याबाक पत्रकार पत्र लोग बच है। न्यूजचैनल लोग भरोस हट हैं। जय हिन्द।। ।।जय श्र राम।।,NONE
4725,look insensit piec shit for osho make sens,NONE
385,the us govt help privat funder like direct fund state run popul control program india hundr thousand men women steril includ mani tribal lower cast women #arrestbillg qualiti food nutrient,NONE
5004,disgust say least rahul gandhi want use opportun pandem destroy imag pm modi congress worker instruct call mutant strain modi strain no stone left unturn scar name india help foreign journalist फर्ज तुम्हार pm पा फर्ज हमेश कागज फर्ज #bjptoolkitexpos inc pappumutra peen walo ki fat kar hath aa chuki hain kyuki wo expos ho chuke hain,HOF
5239,public fight covid pm fight elect she becom distract swara bhaskar mp ban gayi ho jais,NONE
536,proud son bharat retweet maximum repeat #नाथूराम गोडस अमर रह asli mahatma ke liy trend nahi karna padta hatyaron ke liy kitna bhi karlo mahatma mahatma hi rahega hatyara hatyara hi rahega,NONE
5356,oxygen requir today sc hear matter next week citizen tv anchor bail hear prioriti govt expos last day elect ralli ail citizen vaccin profit oxygen scarciti name the macabr turn event haunt staunchest bhakt thwir grave if spine could grown,HOF
4212,india need vaccin india need nrc caa popul control bill 😁😁 rana pls rt this 🖖,NONE
3507,agar pilot cockpit main cycl ka handl leke baitha ho toh hum kya karein gn cuti plane go turbul rather air host act pilot henc plane verg crash,NONE
201,watch video randeep hooda make dirti joke nation leader mayavati dalit woman voic oppress no toler castiest peopl arrest #arresterandeephood tuje arrest kar lete h teri maayaji ko bhi,HOF
1332,modi coward psycopath free wifi lac cctvs new school new colleg iska kya hua,NONE
3502,our prayer #kanganaranaut get well soon हिंद जय श्र राम श्र महंत नारायण गिर जी प्रवक् जू अखाड़ जी सूच दी जगतगुर श्र पंचानंद गिर जी महाराज शंकराचार्य बन चर्च वीडिय अवश्य देख हिंद चैनल सब्सक्राइब लाइक शेयर,NONE
2708,do think china corona virus origin lab wuhan not million year usa help chines research age think develop countri virus research joint collabor mani year lab usa china but leak usa shelv mr obama china continu,NONE
4662,look insensit piec shit ghade ku maloom nahin hawa air mein nitrogen hota jo covid affect lung ke liyea kaam nahin aata wah bjp kya log hai aap mein yogi kaheta hai nitrogen se oxygen nikalo udhar ek einstien newton goyal hai list bahout lambi hai isko ghada bolk ghadey ka insult mat karo,HOF
4021,india need vaccin and fake tear,NONE
1854,भारत रेलव के ऑक्सीजन एक्सप्रेस अभिय वीं रेल यात्र पूर ली है। रेलगाड़ मीट्रिक टन ऑक्सीजन गतिम हैं। देश भर अधिक टैंकर के माध्यम मीट्रिक टन मेडिकल ऑक्सीजन पहुंच है। #indiafightscorona पात्र जानकार बिल्कुल दुरुस्त भक्त व्हाट्सएप फारवर्ड पूछ जग हँस 😆😂😆,NONE
5128,public fight covid pm fight elect this realli true,HOF
2872,twitter new east india compani pretend defend us nativ elect govt sell us largest bidder it law it decid law follow defi amp law made in short twitter decid india ru india abl screw huawei came g question abil screw twitter shit hit fan tiktok million user shown door allow comeback we market billion user decid bordoloi then ask govt respect user privaci stop take content #twitter safeguard interest,NONE
3030,the countri desper need vaccin save live but goi busi fight twitter aunti kind inform case gone vaccin drive go well goi job better dictat like ccp aghariya there vaccin avail state includ delhi i could get slot also india popul fulli vaccin best,NONE
1205,charli hebdo publish do stand franc saar i like cartoon but hindu behead anybodi cartoon i proud fact right hindus lynch behead,HOF
1645,भाज के ने गाँव क्यूँ नह कोरों भय स्वागत डर साहब गांव डर नह लग जूत गाल लग । मासूम भाजप,HOF
3417,if covid vaccin certif hon ble pm photo death certif die oxygen also carri photo not didi,NONE
3476,our prayer #kanganaranaut get well soon what mean count cos i gonna pray english thik se bol le phle pray bad krliyo,NONE
2861,twitter new east india compani pretend defend us nativ elect govt sell us largest bidder it law it decid law follow defi amp law made in short twitter decid india ru twitter can't decid india run opposit least right to consult pass import resolut,NONE
1792,ok liber anti hindu ok seem like pakistan terrorist,HOF
3797,so delhi cm highlight acut oxygen shortag nation pm televis nation spoil record care orchestr pr exercis no apolog due hcm delhi answer due hon ble pm fact see contribut delhi cm covid fight evid if can't understand see lacuna problem lie don't blame other now go get educ commonsens,NONE
3368,if covid vaccin certif hon ble pm photo death certif die oxygen also carri photo all hail suprem leader,NONE
3367,if covid vaccin certif hon ble pm photo death certif die oxygen also carri photo bjp search scapegoat present soon come photo innoc,NONE
3533,agar pilot cockpit main cycl ka handl leke baitha ho toh hum kya karein gn cuti aur agar turbul may pilot bole sub passeng thali bajao phir us ko window se bahir phenkna banta hai kya bol rahe ho gods ki aulad deash drohi aur sale modi ko vote,HOF
5035,disgust say least rahul gandhi want use opportun pandem destroy imag pm modi congress worker instruct call mutant strain modi strain no stone left unturn scar name india help foreign journalist the document complet fake in difficult time work peopl spread fake news sharam karo apn bacho ko sharminda karn ke kaam band karo fake doctor spread fake document if expect someth product patra fault,NONE
3449,if covid vaccin certif hon ble pm photo death certif die oxygen also carri photo agree👍,NONE
603,cow urin disgust camel urin wowww #pragyathakur chalo wo peet hain tun bhi piyo tum cow kya insaan ka bhi piyo okay adress bhejo essenti commod hai aapk liy deliv ho jayega,HOF
3056,the countri desper need vaccin save live but goi busi fight twitter it minist work vaccin or find anoth better vaccin what expect time sab apk jais talent nahi hote na madam jo ndtv amp harvard univers dono jagah kaam kar le she alon guy job job bhakton k papa,HOF
4989,disgust say least rahul gandhi want use opportun pandem destroy imag pm modi congress worker instruct call mutant strain modi strain no stone left unturn scar name india help foreign journalist फर्ज तुम्हार pm पा फर्ज हमेश कागज फर्ज #bjptoolkitexpos inc congress told support most non hindus creat profil pictur hindus mock india modiji i request everyon bewar sonia gandhi plan,NONE
126,watch video randeep hooda make dirti joke nation leader mayavati dalit woman voic oppress no toler castiest peopl arrest #arresterandeephood for love god get job,NONE
3876,who rana ayyub a scamster amp alleg journalist scam intern fake fund raiser and poster girl modih gang,NONE
2935,countri ban twitter china iran north korea turkmenistan modi ghulam bhakt want #bantwitterinindia amp make india join list whi declar india authoritarian regim drop facad democraci #istandwithtwitterind i guess russia not sure,NONE
4451,मैं ऑक्सीजन मुफ्त वितरण करक क्षेत्रवास सेव लोग पंसद नह आय मुझपर झूठ आरोप लग मान न्यायालय मुझ बर है। जन सेव रह ध्य जन सेव केंद्र है। ऑडिट।,NONE
3531,agar pilot cockpit main cycl ka handl leke baitha ho toh hum kya karein gn cuti aur agar turbul may pilot bole sub passeng thali bajao phir us ko window se bahir phenkna banta hai superb 👌,NONE
2730,just realis #twitterban news made mani #tukdetukd gang becom pro modi sudden worri abt wellb concern also want suffer repercuss such love modi unseen आपक दुक these asshol surviv per tweet ab ink tukd tukd hone wale hai 😂,HOF
827,ration countri lakh activ patient india r current get treat modern scienc medicin i see peopl r tri thing think altern medicin most india ration u want give attent peopl obvious ridicul thing believ not idiot want also agre show they laughabl stupid henc highlight,NONE
1639,भाज के ने गाँव क्यूँ नह कोरों भय स्वागत डर,HOF
984,this critic welcom i sure hindu go charli hebdo offic kill peopl that big differ true ind hame toh yhi sikhya jata hai अहिंस परम धर्मः,NONE
3281,if covid vaccin certif hon ble pm photo death certif die oxygen also carri photo if make sens,NONE
5703,so mani ask may possibl repli individu updat it day covid infect earli patch lung i hospit recov well thank doctor amp medic caregiv pl take virus light see soon ji आप रामदेव बाब ईलाज नह करव चैनल सराह बाब रामदेव की। सलाह दूंग आपक बाब रामदेव जी के आदेश अन गोमूत्र गोबर लेप के इलाज करव योग जी मान है।,NONE
2188,wow it cell patholog liar and sore loser #bengal chup hoja goli m follow nhi krta bs isko boln ka mn krta h toh aa jaata hu,NONE
5285,oxygen requir today sc hear matter next week citizen tv anchor bail hear if arnab step immedi summon judg what step he silent day crimin case new sc won't believ jounal,NONE
2443,#israel हव हमल जिहाद कमांडर अब हरबीद सफ अब हरबीद उत्तर गाज आतंकवाद संगठन के ऑपरेशन कमांडर था। 😂😂👍👍👌👌👌 बंगाल हार के फिलिस्त समर्थन करक मोदीज भक्त नाक कटव दी। 😷🙏,NONE
362,the us govt help privat funder like direct fund state run popul control program india hundr thousand men women steril includ mani tribal lower cast women #arrestbillg,NONE
2349,wtf nonsens go countri bring law hindu prime minist lie hindu janta hindustan bring law tht god sake say thank moyiji yoyiji peeejape n offcours lnd bhakt mess 😌🙄✌🏼,HOF
345,you ugli mind botox kilo foundat makeup hide inher ugli grotesqu cast bone how obtus #arrestmunmundu har chiz may inhay cast cast cast kartay rehna hai aur jis din kisi nay inki cast ki naan leli bhai shab dramay pay utar aatay hai case jarror hoga lekin berojgaar time pass troll pay jo ek larki ko abus aur rape threaten kar rhay hai #istandwithmunmundutta,NONE
814,ration countri if eat one kg cow dung effect glass cow urin vitamin supplement,HOF
3205,बि एम्बुलेंस चोर वाल भाजप चोर आजाद घूम है। चोर पर्दाफाश वाल पप्प यादव गिरफ्तार है। नीतीश सर शर्म करो। पप्प यादव तत् रिह करो। #releasepappuyadav,NONE
4763,just india sent assist unit state hospit strain earli pandem determin help india time need thank presid biden they truli need help ♥,NONE
5501,so mani ask may possibl repli individu updat it day covid infect earli patch lung i hospit recov well thank doctor amp medic caregiv pl take virus light see soon जल्द ठीक भग प्रार्थ,NONE
3325,if covid vaccin certif hon ble pm photo death certif die oxygen also carri photo toh state govern kyo banai hai jab sara blame centr pe dalna hai central govt relax,NONE
4106,india need vaccin some time probabl kyonki duggal saheb aaj act k mood mein hain #croctearsofmodi,HOF
2116,दिन देख बाक़ रह tv डिबेट गल शब्द प्रयोग जाएग बस माँ बहन गाल हाई बाक़ रह गय संस् कांग्रेस पार्ट वैकेंस आत प्रवक् योग्य गाल आन मुख्य प्रवक् बन जायेंगे।,HOF
1834,ok liber anti hindu you defin antihindu defin sworn antiindia there question,HOF
793,ration countri do u agre if yes like ☝ biswa bengali vote didi tell lol 😂,HOF
5676,so mani ask may possibl repli individu updat it day covid infect earli patch lung i hospit recov well thank doctor amp medic caregiv pl take virus light see soon hi my ideol hero mr sudhir chaudhari ji aapko ganpati bappa lambi umrah de aap jais logo ki hume aur desh ko bahut jarurat hai aapk liy ko dil dhadakta hai sir good morn,NONE
2674,do think china corona virus origin lab wuhan,NONE
94,#नील बकलोल दिवस bloodi brahmin listen without satish chandra mishra noth dekh liya up mein chal 😂😂😂,NONE
4225,you may think even someon opposit ideolog help human but human human poison snake this vinod dua said atal bihari vajpaye ji die they even spare dead cheer bjp worker kill विनोद दुआ इत घट इंस के प्रणय रॉय रवीश कुमार नीच लोग साम नही। रविश कुमार इसस कदम नीच आदम,HOF
3756,so delhi cm highlight acut oxygen shortag nation pm televis nation spoil record care orchestr pr exercis no apolog due hcm delhi answer due hon ble pm isko kisn mp banaya katai aurat h ye,HOF
2891,twitter new east india compani pretend defend us nativ elect govt sell us largest bidder it law it decid law follow defi amp law made in short twitter decid india ru that idiot like like critic and that call democraci,HOF
2371,wtf nonsens go countri जाय हूतिय आदम भर भाज । 😂,HOF
4751,look insensit piec shit i'v got boss your download psst awesom,NONE
5086,public fight covid pm fight elect not just pm whole f ing cabinet😡😡😡,HOF
3228,बि एम्बुलेंस चोर वाल भाजप चोर आजाद घूम है। चोर पर्दाफाश वाल पप्प यादव गिरफ्तार है। नीतीश सर शर्म करो। पप्प यादव तत् रिह करो। #releasepappuyadav अंग्रेज भाजप अन्तर विचार जेस लग रह फिरंग अनुरोध पप्प यादव रिह कर,NONE
2853,twitter new east india compani pretend defend us nativ elect govt sell us largest bidder it law it decid law follow defi amp law made in short twitter decid india ru that may right that also conveni let us ask would twitter abl divid us say year ago what chang india mani us would act sepoy servic new compani bahadur our histori divis foreign entiti take advantag whi go year back go thousand year back,NONE
2912,pig rememb got caught mysor pak controversi liter beg surya bail one morph parliament question joke i go reignit controversi let loos kannadiga surya sir plz start i brought popcorn samosa n cold drink also 😄😄😄😄,HOF
1865,भारत रेलव के ऑक्सीजन एक्सप्रेस अभिय वीं रेल यात्र पूर ली है। रेलगाड़ मीट्रिक टन ऑक्सीजन गतिम हैं। देश भर अधिक टैंकर के माध्यम मीट्रिक टन मेडिकल ऑक्सीजन पहुंच है। #indiafightscorona sir toolkit फर्ज निकल share के youth बुरबक मत समझ वर अटल जी वाल shine india टाइप पंग न जाए,HOF
4612,look insensit piec shit 😂😂😂,HOF
